ParticipantID,ParticipantAge,Transformation,Variation,Task,Score,ReactionTime
20,4,ReflectX,14,Extrapolation,1,23167
20,4,ColourRed,33,Cross Domain,1,29900
20,4,ColourRed,33,Within Domain,0,49312
20,4,ColourRed,33,Extrapolation,0,28376
20,4,ReflectY,45,Cross Domain,1,14173
20,4,ReflectY,45,Within Domain,0,8489
20,4,ReflectY,45,Extrapolation,0,17785
20,4,Resize2XY,17,Cross Domain,1,12270
20,4,Resize2XY,17,Within Domain,1,5175
20,4,Resize2XY,17,Extrapolation,1,9534
20,4,Resize0.5XY,30,Cross Domain,1,11307
20,4,Resize0.5XY,30,Within Domain,1,1011
20,4,Resize0.5XY,30,Extrapolation,1,39238
20,4,2DRotation180,5,Cross Domain,0,26636
20,4,2DRotation180,5,Extrapolation,0,11589
21,4,ColourBlue,1,Cross Domain,1,21965
21,4,ColourBlue,1,Within Domain,1,18730
21,4,ColourBlue,1,Extrapolation,1,9616
21,4,ColourGreen,10,Cross Domain,1,18124
21,4,ColourGreen,10,Within Domain,0,21571
21,4,ColourGreen,10,Extrapolation,0,14251
21,4,Counting+2,27,Cross Domain,1,22281
21,4,Counting+2,27,Within Domain,1,17122
21,4,Counting+2,27,Extrapolation,0,15920
21,4,2DRotation-90,3,Cross Domain,1,22677
21,4,2DRotation-90,3,Within Domain,0,15553
21,4,2DRotation-90,3,Extrapolation,0,9704
21,4,Resize0.5XY,36,Cross Domain,1,20555
21,4,Resize0.5XY,36,Within Domain,1,12444
21,4,Resize0.5XY,36,Extrapolation,1,8754
21,4,ReflectX,33,Cross Domain,1,19881
21,4,ReflectX,33,Within Domain,1,7622
21,4,ReflectX,33,Extrapolation,1,6961
21,4,2DRotation180,4,Cross Domain,1,16740
21,4,2DRotation180,4,Within Domain,1,8557
21,4,2DRotation180,4,Extrapolation,1,7101
21,4,Resize2XY,9,Cross Domain,0,60267
21,4,Resize2XY,9,Extrapolation,1,6427
21,4,ReflectY,38,Cross Domain,1,18380
21,4,ReflectY,38,Within Domain,0,15377
21,4,ReflectY,38,Extrapolation,0,9075
21,4,Counting-2,14,Cross Domain,1,34994
21,4,Counting-2,14,Within Domain,0,13277
21,4,Counting-2,14,Extrapolation,0,20854
22,4,2DRotation+90,5,Cross Domain,1,10934
22,4,2DRotation+90,5,Within Domain,1,26017
22,4,2DRotation+90,5,Extrapolation,1,11678
22,4,Resize2XY,7,Cross Domain,1,13171
22,4,Resize2XY,7,Within Domain,1,18822
22,4,Resize2XY,7,Extrapolation,1,10488
22,4,Counting-2,9,Cross Domain,1,16509
22,4,Counting-2,9,Within Domain,0,22526
22,4,Counting-2,9,Extrapolation,1,14476
22,4,ReflectY,48,Cross Domain,1,23352
22,4,ReflectY,48,Within Domain,1,8450
22,4,ReflectY,48,Extrapolation,0,20618
22,4,ColourBlue,33,Cross Domain,1,12828
22,4,ColourBlue,33,Within Domain,1,7905
22,4,ColourBlue,33,Extrapolation,1,20277
22,4,2DRotation180,47,Cross Domain,1,17428
22,4,2DRotation180,47,Within Domain,0,8481
22,4,2DRotation180,47,Extrapolation,0,8936
22,4,ReflectX,0,Cross Domain,1,14391
22,4,ReflectX,0,Within Domain,1,8084
22,4,ReflectX,0,Extrapolation,1,12466
22,4,Counting+2,17,Cross Domain,1,35675
22,4,Counting+2,17,Within Domain,1,9843
22,4,Counting+2,17,Extrapolation,1,10789
22,4,Resize0.5XY,8,Cross Domain,1,13882
22,4,Resize0.5XY,8,Within Domain,1,7611
22,4,Resize0.5XY,8,Extrapolation,1,11324
22,4,ColourRed,20,Cross Domain,1,14910
22,4,ColourRed,20,Within Domain,1,12915
22,4,ColourRed,20,Extrapolation,1,13474
23,4,2DRotation180,1,Cross Domain,0,12944
23,4,2DRotation180,1,Extrapolation,0,8855
23,4,Counting-2,21,Cross Domain,0,13447
23,4,Counting-2,21,Extrapolation,1,7457
23,4,ReflectX,5,Cross Domain,1,12178
23,4,ReflectX,5,Within Domain,0,9839
23,4,ReflectX,5,Extrapolation,0,7927
23,4,Resize2XY,24,Cross Domain,1,14233
23,4,Resize2XY,24,Within Domain,0,5681
23,4,Resize2XY,24,Extrapolation,1,7285
23,4,ColourGreen,30,Cross Domain,1,9665
23,4,ColourGreen,30,Within Domain,1,5298
23,4,ColourGreen,30,Extrapolation,0,12178
23,4,ReflectY,26,Cross Domain,1,9742
23,4,ReflectY,26,Within Domain,1,8085
23,4,ReflectY,26,Extrapolation,0,5714
23,4,ColourRed,20,Cross Domain,0,8270
23,4,ColourRed,20,Extrapolation,1,8140
23,4,Resize0.5XY,49,Cross Domain,1,7355
23,4,Resize0.5XY,49,Within Domain,0,8858
23,4,Resize0.5XY,49,Extrapolation,0,7337
23,4,Counting+2,0,Cross Domain,0,8015
23,4,Counting+2,0,Extrapolation,0,6334
23,4,2DRotation+90,31,Cross Domain,0,7835
23,4,2DRotation+90,31,Extrapolation,0,10318
24,6,Counting-1,11,Cross Domain,1,11574
24,6,Counting-1,11,Within Domain,1,12930
24,6,Counting-1,11,Extrapolation,1,12518
24,6,2DRotation+90,27,Cross Domain,1,15193
24,6,2DRotation+90,27,Within Domain,1,8647
24,6,2DRotation+90,27,Extrapolation,0,10872
24,6,2DRotation180,39,Cross Domain,1,10845
24,6,2DRotation180,39,Within Domain,1,9089
24,6,2DRotation180,39,Extrapolation,1,10127
24,6,ColourRed,19,Cross Domain,1,12406
24,6,ColourRed,19,Within Domain,1,10156
24,6,ColourRed,19,Extrapolation,1,9318
24,6,ReflectX,31,Cross Domain,1,11472
24,6,ReflectX,31,Within Domain,1,10271
24,6,ReflectX,31,Extrapolation,1,8454
24,6,ColourGreen,14,Cross Domain,1,12843
24,6,ColourGreen,14,Within Domain,0,6985
24,6,ColourGreen,14,Extrapolation,1,8403
24,6,Counting+1,12,Cross Domain,1,10200
24,6,Counting+1,12,Within Domain,0,11620
24,6,Counting+1,12,Extrapolation,1,7685
24,6,Resize2XY,15,Cross Domain,1,8943
24,6,Resize2XY,15,Within Domain,1,7252
24,6,Resize2XY,15,Extrapolation,1,13073
24,6,Resize0.5XY,16,Cross Domain,1,12372
24,6,Resize0.5XY,16,Within Domain,1,7814
24,6,Resize0.5XY,16,Extrapolation,1,10340
24,6,ReflectY,34,Cross Domain,1,17246
24,6,ReflectY,34,Within Domain,1,15488
24,6,ReflectY,34,Extrapolation,0,10119
25,5,Resize2XY,5,Cross Domain,1,10796
25,5,Resize2XY,5,Within Domain,1,8939
25,5,Resize2XY,5,Extrapolation,1,7050
25,5,Counting-1,24,Cross Domain,1,9787
25,5,Counting-1,24,Within Domain,0,6219
25,5,Counting-1,24,Extrapolation,1,6830
25,5,ColourRed,32,Cross Domain,1,8411
25,5,ColourRed,32,Within Domain,1,5170
25,5,ColourRed,32,Extrapolation,1,5623
25,5,ReflectX,17,Cross Domain,1,19354
25,5,ReflectX,17,Within Domain,1,6068
25,5,ReflectX,17,Extrapolation,1,5037
25,5,2DRotation+90,13,Cross Domain,1,7217
25,5,2DRotation+90,13,Within Domain,1,5248
25,5,2DRotation+90,13,Extrapolation,1,5685
25,5,2DRotation180,23,Cross Domain,0,9485
25,5,2DRotation180,23,Extrapolation,0,7543
25,5,Resize0.5XY,4,Cross Domain,1,8152
25,5,Resize0.5XY,4,Within Domain,0,4978
25,5,Resize0.5XY,4,Extrapolation,1,6532
25,5,ColourGreen,47,Cross Domain,1,6852
25,5,ColourGreen,47,Within Domain,1,5636
25,5,ColourGreen,47,Extrapolation,1,5367
25,5,ReflectY,38,Cross Domain,1,6979
25,5,ReflectY,38,Within Domain,1,5273
25,5,ReflectY,38,Extrapolation,1,5278
25,5,Counting+2,20,Cross Domain,1,6170
25,5,Counting+2,20,Within Domain,1,6305
25,5,Counting+2,20,Extrapolation,1,5028
26,5,Counting-1,33,Cross Domain,1,12222
26,5,Counting-1,33,Within Domain,0,19129
26,5,Counting-1,33,Extrapolation,1,21866
26,5,Resize2XY,4,Cross Domain,1,10770
26,5,Resize2XY,4,Within Domain,1,9272
26,5,Resize2XY,4,Extrapolation,1,11134
26,5,2DRotation180,46,Cross Domain,1,12413
26,5,2DRotation180,46,Within Domain,1,10303
26,5,2DRotation180,46,Extrapolation,1,12912
26,5,ColourBlue,3,Cross Domain,1,8891
26,5,ColourBlue,3,Within Domain,0,9868
26,5,ColourBlue,3,Extrapolation,1,6686
26,5,2DRotation+90,38,Cross Domain,1,13235
26,5,2DRotation+90,38,Within Domain,1,8572
26,5,2DRotation+90,38,Extrapolation,0,17524
26,5,ReflectY,1,Cross Domain,0,38085
26,5,ReflectY,1,Extrapolation,1,16579
26,5,Counting-2,20,Cross Domain,1,14322
26,5,Counting-2,20,Within Domain,1,7866
26,5,Counting-2,20,Extrapolation,1,9615
26,5,ColourGreen,42,Cross Domain,1,17694
26,5,ColourGreen,42,Within Domain,0,8227
26,5,ColourGreen,42,Extrapolation,0,8438
26,5,Resize0.5XY,44,Cross Domain,1,12950
26,5,Resize0.5XY,44,Within Domain,0,6564
26,5,Resize0.5XY,44,Extrapolation,0,13061
26,5,ReflectX,41,Cross Domain,1,14122
26,5,ReflectX,41,Within Domain,1,8889
26,5,ReflectX,41,Extrapolation,1,12304
27,5,2DRotation180,30,Cross Domain,1,10139
27,5,2DRotation180,30,Within Domain,1,15483
27,5,2DRotation180,30,Extrapolation,1,11758
27,5,Counting-2,43,Cross Domain,1,10190
27,5,Counting-2,43,Within Domain,1,16382
27,5,Counting-2,43,Extrapolation,1,13326
27,5,Resize0.5XY,45,Cross Domain,1,10632
27,5,Resize0.5XY,45,Within Domain,1,7531
27,5,Resize0.5XY,45,Extrapolation,1,7585
27,5,Resize2XY,25,Cross Domain,1,9971
27,5,Resize2XY,25,Within Domain,1,7546
27,5,Resize2XY,25,Extrapolation,1,11597
27,5,ColourRed,40,Cross Domain,1,7931
27,5,ColourRed,40,Within Domain,0,28415
27,5,ColourRed,40,Extrapolation,1,6419
27,5,ColourBlue,34,Cross Domain,1,7768
27,5,ColourBlue,34,Within Domain,1,11357
27,5,ColourBlue,34,Extrapolation,1,4808
27,5,ReflectX,28,Cross Domain,1,5973
27,5,ReflectX,28,Within Domain,1,6630
27,5,ReflectX,28,Extrapolation,1,4792
27,5,2DRotation-90,41,Cross Domain,1,9690
27,5,2DRotation-90,41,Within Domain,1,6983
27,5,2DRotation-90,41,Extrapolation,1,11019
27,5,ReflectY,24,Cross Domain,1,11264
27,5,ReflectY,24,Within Domain,1,6871
27,5,ReflectY,24,Extrapolation,1,7009
27,5,Counting-1,9,Cross Domain,1,9066
27,5,Counting-1,9,Within Domain,1,11555
27,5,Counting-1,9,Extrapolation,1,11104
28,6,Counting+2,3,Cross Domain,1,24625
28,6,Counting+2,3,Within Domain,1,64358
28,6,Counting+2,3,Extrapolation,1,41431
28,6,ReflectX,14,Cross Domain,1,27248
28,6,ReflectX,14,Within Domain,0,10961
28,6,ReflectX,14,Extrapolation,1,40144
28,6,ColourGreen,49,Cross Domain,1,13737
28,6,ColourGreen,49,Within Domain,1,7326
28,6,ColourGreen,49,Extrapolation,1,14483
28,6,Resize2XY,32,Cross Domain,1,12613
28,6,Resize2XY,32,Within Domain,1,9331
28,6,Resize2XY,32,Extrapolation,1,14330
28,6,Resize0.5XY,17,Cross Domain,1,13530
28,6,Resize0.5XY,17,Within Domain,1,14361
28,6,Resize0.5XY,17,Extrapolation,1,13128
28,6,ReflectY,19,Cross Domain,1,31381
28,6,ReflectY,19,Within Domain,1,12530
28,6,ReflectY,19,Extrapolation,1,17376
28,6,ColourRed,38,Cross Domain,1,15899
28,6,ColourRed,38,Within Domain,1,22828
28,6,ColourRed,38,Extrapolation,1,8663
28,6,2DRotation+90,22,Cross Domain,1,22894
28,6,2DRotation+90,22,Within Domain,1,13035
28,6,2DRotation+90,22,Extrapolation,1,9191
28,6,Counting-2,36,Cross Domain,1,16516
28,6,Counting-2,36,Within Domain,1,21096
28,6,Counting-2,36,Extrapolation,1,14846
28,6,2DRotation-90,11,Cross Domain,1,16813
28,6,2DRotation-90,11,Within Domain,1,7864
28,6,2DRotation-90,11,Extrapolation,0,23664
29,4,2DRotation+90,16,Cross Domain,1,13790
29,4,2DRotation+90,16,Within Domain,1,18380
29,4,2DRotation+90,16,Extrapolation,1,6048
29,4,ReflectX,5,Cross Domain,0,14041
29,4,ReflectX,5,Extrapolation,1,6951
29,4,Counting-1,11,Cross Domain,0,17895
29,4,Counting-1,11,Extrapolation,1,14765
29,4,Counting+2,8,Cross Domain,1,16027
29,4,Counting+2,8,Within Domain,0,9550
29,4,Counting+2,8,Extrapolation,1,10332
29,4,Resize2XY,34,Cross Domain,1,9245
29,4,Resize2XY,34,Within Domain,1,5973
29,4,Resize2XY,34,Extrapolation,1,6715
29,4,ColourRed,7,Cross Domain,1,11789
29,4,ColourRed,7,Within Domain,1,5060
29,4,ColourRed,7,Extrapolation,1,6469
29,4,ColourBlue,3,Cross Domain,1,6503
29,4,ColourBlue,3,Within Domain,1,11728
29,4,ColourBlue,3,Extrapolation,1,4832
29,4,2DRotation-90,12,Cross Domain,1,12854
29,4,2DRotation-90,12,Within Domain,1,5747
29,4,2DRotation-90,12,Extrapolation,1,8091
29,4,ReflectY,1,Cross Domain,0,9722
29,4,ReflectY,1,Extrapolation,1,39083
29,4,Resize0.5XY,15,Cross Domain,1,7218
29,4,Resize0.5XY,15,Within Domain,1,9655
29,4,Resize0.5XY,15,Extrapolation,1,4833
30,4,Counting-2,23,Cross Domain,1,23269
30,4,Counting-2,23,Within Domain,1,35290
30,4,Counting-2,23,Extrapolation,1,17976
30,4,Resize2XY,17,Cross Domain,0,17298
30,4,Resize2XY,17,Extrapolation,1,15999
30,4,2DRotation180,8,Cross Domain,0,12948
30,4,2DRotation180,8,Extrapolation,0,10616
30,4,ColourBlue,38,Cross Domain,1,45059
30,4,ColourBlue,38,Within Domain,1,12099
30,4,ColourBlue,38,Extrapolation,1,6195
30,4,ReflectY,24,Cross Domain,0,15734
30,4,ReflectY,24,Extrapolation,0,10987
30,4,2DRotation-90,7,Cross Domain,1,13652
30,4,2DRotation-90,7,Within Domain,1,7529
30,4,2DRotation-90,7,Extrapolation,0,12684
30,4,ColourGreen,9,Cross Domain,0,31653
30,4,ColourGreen,9,Extrapolation,1,8251
30,4,Resize0.5XY,43,Cross Domain,0,15895
30,4,Resize0.5XY,43,Extrapolation,0,10806
30,4,Counting+1,42,Cross Domain,1,18612
30,4,Counting+1,42,Within Domain,1,35728
30,4,Counting+1,42,Extrapolation,1,14079
30,4,ReflectX,21,Cross Domain,0,14431
30,4,ReflectX,21,Extrapolation,0,7747
31,5,ReflectX,42,Cross Domain,1,30453
31,5,ReflectX,42,Within Domain,0,24976
31,5,ReflectX,42,Extrapolation,0,14050
31,5,Counting+1,48,Cross Domain,0,23803
31,5,Counting+1,48,Extrapolation,1,20989
31,5,Counting+2,14,Cross Domain,1,18814
31,5,Counting+2,14,Within Domain,1,21996
31,5,Counting+2,14,Extrapolation,1,15102
31,5,ColourGreen,30,Cross Domain,1,13061
31,5,ColourGreen,30,Within Domain,1,9152
31,5,ColourGreen,30,Extrapolation,1,8489
31,5,ColourRed,20,Cross Domain,1,19347
31,5,ColourRed,20,Within Domain,1,4935
31,5,ColourRed,20,Extrapolation,1,342
31,5,Resize0.5XY,43,Cross Domain,1,17447
31,5,Resize0.5XY,43,Within Domain,1,7498
31,5,Resize0.5XY,43,Extrapolation,1,29417
31,5,Resize2XY,32,Cross Domain,1,25709
31,5,Resize2XY,32,Within Domain,1,2038
31,5,Resize2XY,32,Extrapolation,1,8421
31,5,2DRotation180,6,Cross Domain,1,12426
31,5,2DRotation180,6,Within Domain,0,7528
31,5,2DRotation180,6,Extrapolation,0,15782
31,5,2DRotation-90,17,Cross Domain,1,16782
31,5,2DRotation-90,17,Within Domain,1,9691
31,5,2DRotation-90,17,Extrapolation,0,19274
31,5,ReflectY,38,Cross Domain,1,15368
31,5,ReflectY,38,Within Domain,1,9650
31,5,ReflectY,38,Extrapolation,1,34654
32,4,2DRotation+90,33,Cross Domain,1,17522
32,4,2DRotation+90,33,Within Domain,1,10283
32,4,2DRotation+90,33,Extrapolation,0,13876
32,4,ColourGreen,4,Cross Domain,1,11941
32,4,ColourGreen,4,Within Domain,0,9483
32,4,ColourGreen,4,Extrapolation,0,8212
32,4,ColourBlue,15,Cross Domain,1,7904
32,4,ColourBlue,15,Within Domain,0,5844
32,4,ColourBlue,15,Extrapolation,1,6674
32,4,Counting+2,39,Cross Domain,1,7939
32,4,Counting+2,39,Within Domain,0,6237
32,4,Counting+2,39,Extrapolation,1,11732
32,4,Resize0.5XY,25,Cross Domain,1,9462
32,4,Resize0.5XY,25,Within Domain,0,5486
32,4,Resize0.5XY,25,Extrapolation,1,5899
32,4,Resize2XY,32,Cross Domain,1,15981
32,4,Resize2XY,32,Within Domain,1,4241
32,4,Resize2XY,32,Extrapolation,1,5949
32,4,ReflectY,26,Cross Domain,0,10564
32,4,ReflectY,26,Extrapolation,0,9948
32,4,2DRotation180,40,Cross Domain,1,13828
32,4,2DRotation180,40,Within Domain,0,6260
32,4,2DRotation180,40,Extrapolation,0,13673
32,4,Counting-1,35,Cross Domain,0,11327
32,4,Counting-1,35,Extrapolation,1,10781
32,4,ReflectX,11,Cross Domain,1,7779
32,4,ReflectX,11,Within Domain,0,9795
32,4,ReflectX,11,Extrapolation,0,14693
33,4,Resize2XY,39,Cross Domain,1,25901
33,4,Resize2XY,39,Within Domain,1,13266
33,4,Resize2XY,39,Extrapolation,1,12451
33,4,Resize0.5XY,34,Cross Domain,1,15595
33,4,Resize0.5XY,34,Within Domain,0,5677
33,4,Resize0.5XY,34,Extrapolation,0,17777
33,4,ReflectY,37,Cross Domain,1,44573
33,4,ReflectY,37,Within Domain,1,7413
33,4,ReflectY,37,Extrapolation,1,19423
33,4,ReflectX,3,Cross Domain,1,9375
33,4,ReflectX,3,Within Domain,1,6159
33,4,ReflectX,3,Extrapolation,1,7631
33,4,2DRotation+90,12,Cross Domain,1,21529
33,4,2DRotation+90,12,Within Domain,1,8650
33,4,2DRotation+90,12,Extrapolation,1,11340
33,4,ColourGreen,42,Cross Domain,1,9910
33,4,ColourGreen,42,Within Domain,1,7650
33,4,ColourGreen,42,Extrapolation,1,8532
33,4,Counting-1,7,Cross Domain,1,13486
33,4,Counting-1,7,Within Domain,1,9429
33,4,Counting-1,7,Extrapolation,0,21705
33,4,ColourRed,16,Cross Domain,1,10098
33,4,ColourRed,16,Within Domain,1,5743
33,4,ColourRed,16,Extrapolation,1,6282
33,4,Counting-2,11,Cross Domain,1,9300
33,4,Counting-2,11,Within Domain,1,9778
33,4,Counting-2,11,Extrapolation,1,9046
33,4,2DRotation180,36,Cross Domain,0,21158
33,4,2DRotation180,36,Extrapolation,0,20123
34,6,ColourBlue,7,Cross Domain,1,16196
34,6,ColourBlue,7,Within Domain,1,7926
34,6,ColourBlue,7,Extrapolation,1,22293
34,6,Resize0.5XY,9,Cross Domain,1,17711
34,6,Resize0.5XY,9,Within Domain,1,6213
34,6,Resize0.5XY,9,Extrapolation,1,14430
34,6,ReflectY,24,Cross Domain,1,20857
34,6,ReflectY,24,Within Domain,1,9012
34,6,ReflectY,24,Extrapolation,1,14250
34,6,Resize2XY,11,Cross Domain,1,16195
34,6,Resize2XY,11,Within Domain,1,4744
34,6,Resize2XY,11,Extrapolation,1,12749
34,6,ColourGreen,32,Cross Domain,1,16380
34,6,ColourGreen,32,Within Domain,1,6012
34,6,ColourGreen,32,Extrapolation,1,13230
34,6,Counting+2,45,Cross Domain,1,15180
34,6,Counting+2,45,Within Domain,1,11461
34,6,Counting+2,45,Extrapolation,1,13196
34,6,2DRotation-90,47,Cross Domain,1,17366
34,6,2DRotation-90,47,Within Domain,0,16794
34,6,2DRotation-90,47,Extrapolation,1,18930
34,6,Counting-2,6,Cross Domain,1,19480
34,6,Counting-2,6,Within Domain,0,16036
34,6,Counting-2,6,Extrapolation,1,20338
34,6,2DRotation180,22,Cross Domain,1,16882
34,6,2DRotation180,22,Within Domain,0,13434
34,6,2DRotation180,22,Extrapolation,0,15292
34,6,ReflectX,19,Cross Domain,1,20031
34,6,ReflectX,19,Within Domain,1,8700
34,6,ReflectX,19,Extrapolation,1,15577
35,7,ColourGreen,42,Cross Domain,1,3497
35,7,ColourGreen,42,Within Domain,1,3681
35,7,ColourGreen,42,Extrapolation,1,4914
35,7,ReflectX,22,Cross Domain,1,14124
35,7,ReflectX,22,Within Domain,0,4681
35,7,ReflectX,22,Extrapolation,1,6416
35,7,Counting+2,9,Cross Domain,1,6132
35,7,Counting+2,9,Within Domain,1,3217
35,7,Counting+2,9,Extrapolation,1,5590
35,7,Counting+1,43,Cross Domain,1,3169
35,7,Counting+1,43,Within Domain,1,9061
35,7,Counting+1,43,Extrapolation,1,4304
35,7,2DRotation+90,29,Cross Domain,1,7649
35,7,2DRotation+90,29,Within Domain,1,3518
35,7,2DRotation+90,29,Extrapolation,1,5432
35,7,ColourBlue,47,Cross Domain,1,2743
35,7,ColourBlue,47,Within Domain,1,2798
35,7,ColourBlue,47,Extrapolation,1,2582
35,7,Resize0.5XY,4,Cross Domain,1,3589
35,7,Resize0.5XY,4,Within Domain,1,1721
35,7,Resize0.5XY,4,Extrapolation,1,4663
35,7,2DRotation-90,30,Cross Domain,1,7674
35,7,2DRotation-90,30,Within Domain,1,6112
35,7,2DRotation-90,30,Extrapolation,1,12866
35,7,Resize2XY,28,Cross Domain,1,2297
35,7,Resize2XY,28,Within Domain,1,1830
35,7,Resize2XY,28,Extrapolation,1,2969
35,7,ReflectY,41,Cross Domain,0,6237
35,7,ReflectY,41,Extrapolation,1,4701
36,4,ReflectY,9,Cross Domain,0,34662
36,4,ReflectY,9,Extrapolation,1,31780
36,4,Resize2XY,18,Cross Domain,1,51657
36,4,Resize2XY,18,Within Domain,1,9369
36,4,Resize2XY,18,Extrapolation,1,10382
36,4,2DRotation180,3,Cross Domain,0,64106
36,4,2DRotation180,3,Extrapolation,1,24882
36,4,Resize0.5XY,20,Cross Domain,1,23395
36,4,Resize0.5XY,20,Within Domain,0,10335
36,4,Resize0.5XY,20,Extrapolation,1,9982
36,4,2DRotation-90,21,Cross Domain,0,32759
36,4,2DRotation-90,21,Extrapolation,1,17180
36,4,ColourRed,13,Cross Domain,1,19343
36,4,ColourRed,13,Within Domain,1,7179
36,4,ColourRed,13,Extrapolation,1,10352
36,4,ReflectX,6,Cross Domain,1,33922
36,4,ReflectX,6,Within Domain,0,55641
36,4,ReflectX,6,Extrapolation,1,18645
36,4,Counting+1,42,Cross Domain,1,13262
36,4,Counting+1,42,Within Domain,1,13509
36,4,Counting+1,42,Extrapolation,1,10987
36,4,Counting+2,40,Cross Domain,1,27049
36,4,Counting+2,40,Within Domain,1,8830
36,4,Counting+2,40,Extrapolation,1,14993
36,4,ColourBlue,45,Cross Domain,1,9788
36,4,ColourBlue,45,Within Domain,1,6338
36,4,ColourBlue,45,Extrapolation,1,4782
37,4,ColourGreen,7,Cross Domain,1,19386
37,4,ColourGreen,7,Within Domain,0,15229
37,4,ColourGreen,7,Extrapolation,1,13632
37,4,Resize2XY,34,Cross Domain,1,10790
37,4,Resize2XY,34,Within Domain,1,8313
37,4,Resize2XY,34,Extrapolation,1,9211
37,4,Resize0.5XY,13,Cross Domain,1,10044
37,4,Resize0.5XY,13,Within Domain,0,9880
37,4,Resize0.5XY,13,Extrapolation,0,6433
37,4,ReflectY,36,Cross Domain,0,15595
37,4,ReflectY,36,Extrapolation,0,8745
37,4,ColourRed,38,Cross Domain,1,9576
37,4,ColourRed,38,Within Domain,1,8629
37,4,ColourRed,38,Extrapolation,1,6569
37,4,2DRotation-90,24,Cross Domain,1,13767
37,4,2DRotation-90,24,Within Domain,1,14530
37,4,2DRotation-90,24,Extrapolation,0,9313
37,4,Counting+1,37,Cross Domain,1,10916
37,4,Counting+1,37,Within Domain,0,17187
37,4,Counting+1,37,Extrapolation,1,7144
37,4,2DRotation+90,43,Cross Domain,1,11265
37,4,2DRotation+90,43,Within Domain,1,10683
37,4,2DRotation+90,43,Extrapolation,1,10675
37,4,ReflectX,10,Cross Domain,1,11219
37,4,ReflectX,10,Within Domain,1,11614
37,4,ReflectX,10,Extrapolation,1,14697
37,4,Counting-1,45,Cross Domain,1,11629
37,4,Counting-1,45,Within Domain,1,11232
37,4,Counting-1,45,Extrapolation,1,7546
38,7,ReflectY,21,Cross Domain,1,18538
38,7,ReflectY,21,Within Domain,1,8144
38,7,ReflectY,21,Extrapolation,1,10998
38,7,2DRotation-90,40,Cross Domain,1,13465
38,7,2DRotation-90,40,Within Domain,1,5816
38,7,2DRotation-90,40,Extrapolation,0,11610
38,7,Counting-2,0,Cross Domain,1,9750
38,7,Counting-2,0,Within Domain,1,10731
38,7,Counting-2,0,Extrapolation,1,33585
38,7,Counting-1,11,Cross Domain,1,9586
38,7,Counting-1,11,Within Domain,1,8093
38,7,Counting-1,11,Extrapolation,1,12859
38,7,ColourBlue,7,Cross Domain,1,8894
38,7,ColourBlue,7,Within Domain,1,5026
38,7,ColourBlue,7,Extrapolation,1,6290
38,7,Resize0.5XY,41,Cross Domain,1,9069
38,7,Resize0.5XY,41,Within Domain,1,4314
38,7,Resize0.5XY,41,Extrapolation,1,12399
38,7,ColourRed,25,Cross Domain,1,8081
38,7,ColourRed,25,Within Domain,1,3254
38,7,ColourRed,25,Extrapolation,1,4691
38,7,ReflectX,48,Cross Domain,1,7749
38,7,ReflectX,48,Within Domain,1,7051
38,7,ReflectX,48,Extrapolation,1,13204
38,7,2DRotation+90,2,Cross Domain,1,7221
38,7,2DRotation+90,2,Within Domain,1,5990
38,7,2DRotation+90,2,Extrapolation,1,6563
38,7,Resize2XY,37,Cross Domain,1,5541
38,7,Resize2XY,37,Within Domain,1,4905
38,7,Resize2XY,37,Extrapolation,1,5193
39,4,Resize2XY,48,Cross Domain,1,10244
39,4,Resize2XY,48,Within Domain,1,7211
39,4,Resize2XY,48,Extrapolation,1,6279
39,4,ColourGreen,13,Cross Domain,1,11182
39,4,ColourGreen,13,Within Domain,0,7428
39,4,ColourGreen,13,Extrapolation,0,11467
39,4,ColourBlue,41,Cross Domain,1,24160
39,4,ColourBlue,41,Within Domain,1,7663
39,4,ColourBlue,41,Extrapolation,1,6130
39,4,Resize0.5XY,6,Cross Domain,1,9709
39,4,Resize0.5XY,6,Within Domain,0,7324
39,4,Resize0.5XY,6,Extrapolation,0,6484
39,4,ReflectX,38,Cross Domain,1,48935
39,4,ReflectX,38,Within Domain,1,10448
39,4,ReflectX,38,Extrapolation,1,6763
39,4,Counting+2,0,Cross Domain,1,10540
39,4,Counting+2,0,Within Domain,1,12517
39,4,Counting+2,0,Extrapolation,1,5737
39,4,2DRotation-90,36,Cross Domain,1,11576
39,4,2DRotation-90,36,Within Domain,0,275
39,4,2DRotation-90,36,Extrapolation,1,10256
39,4,ReflectY,8,Cross Domain,1,32542
39,4,ReflectY,8,Within Domain,1,9444
39,4,ReflectY,8,Extrapolation,0,6678
39,4,Counting-1,44,Cross Domain,1,10648
39,4,Counting-1,44,Within Domain,0,9297
39,4,Counting-1,44,Extrapolation,1,7318
39,4,2DRotation180,18,Cross Domain,1,10950
39,4,2DRotation180,18,Within Domain,1,7941
39,4,2DRotation180,18,Extrapolation,1,7619
40,5,2DRotation+90,5,Cross Domain,1,33180
40,5,2DRotation+90,5,Within Domain,1,8947
40,5,2DRotation+90,5,Extrapolation,0,14447
40,5,ReflectX,34,Cross Domain,1,13881
40,5,ReflectX,34,Within Domain,1,4431
40,5,ReflectX,34,Extrapolation,1,13732
40,5,ReflectY,48,Cross Domain,0,45700
40,5,ReflectY,48,Extrapolation,1,38132
40,5,ColourRed,45,Cross Domain,1,29482
